countryName,countryCode,airportName,airportCode,cityName,latitude,longitude
Australia,AUS,Dallachy,YCDW,Cardwell,-18.178333333333335,145.95
Australia,AUS,Cleve,YCEE,Cleve,-33.709722222222226,136.50472222222223
Australia,AUS,Capella,YCEL,Capella,-23.1,148
Australia,AUS,Clifton,YCFN,Clifton,-27.928333333333335,151.84666666666666
Australia,AUS,Coffs Harbour,YCFS,Coffs Harbour,-30.320555555555554,153.11638888888888
Australia,AUS,Chillagoe,YCGO,Chillagoe,-17.140833333333333,144.52833333333334
Australia,AUS,Christmas Creek,YCHK,Christmas Creek,-22.355833333333333,119.64250000000001
Australia,AUS,Charters Towers,YCHT,Charters Towers,-20.043055555555558,146.27305555555557
Australia,AUS,Curtin,YCIN,Curtin,-17.58138888888889,123.82833333333333
Australia,AUS,Croker I,YCKI,Croker I,-11.165277777777778,132.48388888888888
Australia,AUS,Cooktown,YCKN,Cooktown,-15.444722222222222,145.18444444444444
Australia,AUS,Cape Leveque,YCLQ,Cape Leveque,-16.400555555555552,122.93138888888889
Australia,AUS,Clermont,YCMT,Clermont,-22.773055555555555,147.62055555555557
Australia,AUS,Cunnamulla,YCMU,Cunnamulla,-28.029999999999998,145.62166666666667
Australia,AUS,Camooweal Ala,YCMW,Camooweal,-19.911666666666665,138.125
Australia,AUS,Nifty,YCNF,Nifty,-21.67361111111111,121.59472222222222
Australia,AUS,Cessnock,YCNK,Cessnock,-32.7875,151.34166666666667
Australia,AUS,Coonamble,YCNM,Coonamble,-30.98338888888889,148.37564444444445
Australia,AUS,Century Mine,YCNY,Century Mine,-18.753333333333334,138.70666666666665
Australia,AUS,Coen,YCOE,Coen,-13.761944444444444,143.11666666666667
Australia,AUS,Cooma-Snowy Mountains,YCOM,Cooma-Snowy Mountains,-36.300555555555555,148.9738888888889
Australia,AUS,Corowa,YCOR,Corowa,-35.99027777777778,146.3513888888889
Australia,AUS,Corryong,YCRG,Corryong,-36.18277777777777,147.88777777777776
Australia,AUS,Cootamundra,YCTM,Cootamundra,-34.62388888888889,148.02805555555557
Australia,AUS,Cudal,YCUA,Cudal,-33.27777777777778,148.76305555555555
Australia,AUS,Cue,YCUE,Cue,-27.446666666666665,117.91861111111112
Australia,AUS,Cunderdin,YCUN,Cunderdin,-31.622222222222224,117.21666666666667
Australia,AUS,Clare Valley,YCVA,Clare Valley,-33.708333333333336,138.58333333333334
Australia,AUS,Coondewanna,YCWA,Coondewanna,-22.966666666666665,118.81333333333333
Australia,AUS,Cowell,YCWL,Cowell,-33.66722222222222,136.89166666666665
Australia,AUS,Cowra,YCWR,Cowra,-33.845,148.6483333333333
Australia,AUS,Dirranbandi,YDBI,Dirranbandi,-28.591666666666665,148.21666666666667
Australia,AUS,Derby,YDBY,Derby,-17.37,123.66055555555556
Australia,AUS,Denmark,YDEK,Denmark,-34.946666666666665,117.39666666666668
Australia,AUS,DeGrussa,YDGU,DeGrussa,-25.5575,119.2875
